Year,Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value,ï»¿Rank_nr
2013,,Emirates Integrated Telecom,Telecommunications services,United Arab Emirates,2679.0,539.0,3790.0,5812.0,1786.0
2014,,Emirates Integrated Telecom,Telecommunications services,United Arab Emirates,2940.0,540.8,4405.0,7480.0,1694.0
2016,,Emirates Integrated Telecom,Telecommunications services,United Arab Emirates,3359.0,528.5,4884.0,8152.0,1666.0
2017,,Emirates Integrated Telecom,Telecommunications services,United Arab Emirates,3465.0,477.1,5013.0,7455.0,1917.0
