Year,Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value,ï»¿Rank_nr
2008,1503.0,American Natl Ins,Insurance,United States,3190.0,300,18470.0,3000.0,
2009,1997.0,American Natl Ins,Insurance,United States,2570.0,-120,18300.0,1120.0,
2010,1960.0,American Natl Ins,Insurance,United States,2950.0,20,20200.0,2930.0,
2011,1955.0,American Natl Ins,Insurance,United States,3067.0,144.0,21413.0,2119.0,
2014,,American Natl Ins,Insurance,United States,3119.0,268.4,23300.0,3085.0,1975.0
