Year,Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value,ï»¿Rank_nr
2009,1950.0,Aecom Technology,Construction,United States,5570.0,160,3540.0,2570.0,
2010,1863.0,Aecom Technology,Construction,United States,6150.0,190,3830.0,3110.0,
2011,1907.0,Aecom Technology,Construction,United States,7001.0,248.0,5620.0,3228.0,
