Year,Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value,ï»¿Rank_nr
2008,804.0,Shinsegae,Retailing,South Korea,10100.0,510,8870.0,11850.0,
2009,774.0,Shinsegae,Retailing,South Korea,11010.0,530,9610.0,4960.0,
2010,785.0,Shinsegae,Retailing,South Korea,8860.0,460,8590.0,8620.0,
2011,894.0,Shinsegae,Retailing,South Korea,9862.0,486.0,9624.0,8723.0,
