Year,Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value,ï»¿Rank_nr
2008,760.0,Tele Norte Leste,Telecommunications Services,Brazil,7900.0,610,12360.0,11690.0,
2009,553.0,Tele Norte Leste,Telecommunications Services,Brazil,9870.0,1320,15860.0,5210.0,
2010,658.0,Tele Norte Leste,Telecommunications Services,Brazil,8170.0,500,16730.0,7990.0,
2011,445.0,Tele Norte Leste,Telecommunications services,Brazil,16769.0,812.3,37122.0,13200.0,
2012,,Tele Norte Leste,Telecommunications services,Brazil,17759.0,860.1,41876.0,5805.0,601.0
