Year,Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value,ï»¿Rank_nr
2019,,Contemporary Amperex Technology,Capital Goods,China,4135.0,564.0,9271.0,27427.0,1340.0
2020,,Contemporary Amperex Technology,Capital Goods,China,6401.0,610.8,14301.0,44590.0,943.0
2021,,Contemporary Amperex Technology,Capital Goods,China,6309.0,635.5,20229.0,117730.0,739
2022,298,Contemporary Amperex Technology,Capital Goods,China,20137.0,2470.2,48274.0,148424.0,
