Year,Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value,ï»¿Rank_nr
2008,1018.0,Hongkong Electric,Utilities,Hong Kong/China,1570.0,880,8710.0,12180.0,
2009,883.0,Hongkong Electric,Utilities,Hong Kong/China,1610.0,950,9060.0,13210.0,
2010,899.0,Hongkong Electric,Utilities,Hong Kong/China,1340.0,860,9670.0,12210.0,
