Year,Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value,ï»¿Rank_nr
2021,,Evolution Gaming Group AB,"Hotels, Restaurants & Leisure",Sweden,638.0,323.6,3878.0,35454.0,1635
2022,1612,Evolution Gaming Group AB,"Hotels, Restaurants & Leisure",Sweden,1263.0,715.6,4439.0,20521.0,
