Year,Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value,ï»¿Rank_nr
2008,1003.0,Mechel,Materials,Russia,4540.0,620,4610.0,18110.0,
2009,1077.0,Mechel,Materials,Russia,6960.0,950,9220.0,1500.0,
2010,555.0,Mechel,Materials,Russia,9950.0,1140,12010.0,9410.0,
2011,1129.0,Mechel,Diversified Metals & Mining,Russia,6026.0,77.2,13159.0,12151.0,
2012,,Mechel,Diversified Metals & Mining,Russia,9710.0,654.8,15794.0,4512.0,988.0
2013,,Mechel,Diversified Metals & Mining,Russia,11404.0,661.6,19328.0,2194.0,978.0
2014,,Mechel,Diversified Metals & Mining,Russia,11273.0,-1664.6,14619.0,451.0,1539.0
2015,,Mechel,Diversified Metals & Mining,Russia,8576.0,-2928.0,11384.0,528.0,1918.0
