Year,Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value,ï»¿Rank_nr
2019,,BHP Group,Materials,Australia,42556.0,6030.0,102414.0,138278.0,109.0
2020,,BHP Group,Materials,Australia,45810.0,9425.6,102290.0,107099.0,93.0
2021,,BHP Group,Materials,Australia,46061.0,6930.0,103233.0,186136.0,79
2022,75,BHP Group,Materials,Australia,65548.0,16915.8,105725.0,178072.0,
