Year,Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value,ï»¿Rank_nr
2008,1347.0,Industrias Peñoles,Materials,Mexico,4100.0,350,3290.0,9570.0,
2009,1447.0,Industrias Peñoles,Materials,Mexico,4100.0,350,3290.0,3540.0,
2010,1338.0,Industrias Peñoles,Materials,Mexico,3330.0,390,3790.0,7910.0,
2011,1077.0,Industrias Peñoles,Diversified Metals & Mining,Mexico,5090.0,513.7,4496.0,13886.0,
