Year,Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value,ï»¿Rank_nr
2008,1385.0,Buzzi Unicem,Construction,Italy,4230.0,460,7020.0,4780.0,
2009,1265.0,Buzzi Unicem,Construction,Italy,5100.0,670,7960.0,1940.0,
2010,1291.0,Buzzi Unicem,Construction,Italy,4900.0,550,8210.0,2530.0,
