Year,Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value,ï»¿Rank_nr
2008,1898.0,Range Resources,Oil & Gas Operations,United States,860.0,230,4020.0,9170.0,
2009,1451.0,Range Resources,Oil & Gas Operations,United States,1320.0,350,5560.0,5560.0,
2013,,Range Resources,Oil & Gas Operations,United States,1458.0,13.0,6729.0,13353.0,1903.0
2014,,Range Resources,Oil & Gas Operations,United States,1708.0,112.4,7299.0,13756.0,1961.0
2015,,Range Resources,Oil & Gas Operations,United States,2169.0,623.7,8747.0,9234.0,1578.0
