Year,Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value,ï»¿Rank_nr
2010,791.0,Dollar General,Retailing,United States,11460.0,330,9130.0,8200.0,
2011,817.0,Dollar General,Retailing,United States,12735.0,492.5,9350.0,9831.0,
2012,,Dollar General,Retailing,United States,14108.0,696.7,9736.0,15296.0,721.0
2013,,Dollar General,Retailing,United States,16022.0,953.0,10368.0,15837.0,663.0
2014,,Dollar General,Retailing,United States,17504.0,1025.1,10868.0,18069.0,640.0
2015,,Dollar General,Retailing,United States,18910.0,1065.3,11224.0,22875.0,636.0
2016,,Dollar General,Retailing,United States,20369.0,1165.1,11452.0,23346.0,575.0
2017,,Dollar General,Retailing,United States,21987.0,1251.1,11864.0,19072.0,612.0
2018,,Dollar General,Retailing,United States,23471.0,1539.0,12602.0,25141.0,615.0
2019,,Dollar General,Retailing,United States,25625.0,1589.0,13296.0,32021.0,560.0
2020,,Dollar General,Retailing,United States,27754.0,1712.6,25066.0,44091.0,354.0
2021,,Dollar General,Retailing,United States,33747.0,2655.1,28468.0,51858.0,268
2022,360,Dollar General,Retailing,United States,34220.0,2399.2,29059.0,56924.0,
