Year,Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value,ï»¿Rank_nr
2008,234.0,Shinhan Financial,Banking,South Korea,14560.0,1980,191940.0,21730.0,
2009,202.0,Shinhan Financial,Banking,South Korea,20440.0,2620,235340.0,7130.0,
2010,187.0,Shinhan Financial,Banking,South Korea,17160.0,1620,208990.0,16950.0,
2011,248.0,Shinhan Financial,Diversified Financials,South Korea,17504.0,1120.0,218614.0,20625.0,
2012,,Shinhan Financial,Diversified Financials,South Korea,16585.0,2800.9,248626.0,18911.0,213.0
