Year,Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value,ï»¿Rank_nr
2008,1308.0,Redecard,Business Services & Supplies,Brazil,730.0,390,7530.0,10380.0,
2009,1209.0,Redecard,Business Services & Supplies,Brazil,900.0,520,6280.0,7080.0,
2010,942.0,Redecard,Business Services & Supplies,Brazil,1390.0,800,10010.0,10200.0,
2011,1005.0,Redecard,Diversified Financials,Brazil,1577.0,843.3,13806.0,9307.0,
2012,,Redecard,Diversified Financials,Brazil,1488.0,753.8,15451.0,13228.0,956.0
